holiday,temp,rain_1h,snow_1h,clouds_all,date_time,traffic_volume,tag,monat,wochentag,stunde
None,264.55,0,0,90,2016-02-08 15:00:00,5406,104,2,1,15
None,264.41,0,0,90,2016-02-08 16:00:00,6301,104,2,1,16
None,264.15,0,0,90,2016-02-08 17:00:00,6185,104,2,1,17
None,264.15,0,0,90,2016-02-08 18:00:00,4544,104,2,1,18
None,263.48,0,0,90,2016-02-08 19:00:00,2850,104,2,1,19
None,263.15,0,0,90,2016-02-08 20:00:00,2496,104,2,1,20
None,262.81,0,0,90,2016-02-08 21:00:00,2145,104,2,1,21
None,262.21,0,0,90,2016-02-08 22:00:00,1638,104,2,1,22
None,262.02,0,0,90,2016-02-08 23:00:00,1407,104,2,1,23
None,261.75,0,0,90,2016-02-09 00:00:00,713,105,2,2,0
None,261.5,0,0,90,2016-02-09 01:00:00,425,105,2,2,1
None,260.82,0,0,90,2016-02-09 02:00:00,430,105,2,2,2
None,259.94,0,0,40,2016-02-09 03:00:00,555,105,2,2,3
None,259.68,0,0,1,2016-02-09 04:00:00,1072,105,2,2,4
None,259.15,0,0,1,2016-02-09 05:00:00,2847,105,2,2,5
None,259.01,0,0,1,2016-02-09 06:00:00,5691,105,2,2,6
None,258.22,0,0,1,2016-02-09 07:00:00,6778,105,2,2,7
None,258.21,0,0,1,2016-02-09 08:00:00,5947,105,2,2,8
None,259.65,0,0,1,2016-02-09 09:00:00,5151,105,2,2,9
None,260.48,0,0,1,2016-02-09 10:00:00,4253,105,2,2,10
None,261.86,0,0,1,2016-02-09 11:00:00,4514,105,2,2,11
None,262.68,0,0,5,2016-02-09 12:00:00,4768,105,2,2,12
None,263.92,0,0,1,2016-02-09 13:00:00,4928,105,2,2,13
None,264.28,0,0,1,2016-02-09 14:00:00,5384,105,2,2,14
None,264.27,0,0,1,2016-02-09 15:00:00,5841,105,2,2,15
None,264.02,0,0,1,2016-02-09 16:00:00,6263,105,2,2,16
None,263.48,0,0,1,2016-02-09 17:00:00,6321,105,2,2,17
None,262.29,0,0,1,2016-02-09 18:00:00,4523,105,2,2,18
None,261.93,0,0,1,2016-02-09 19:00:00,3065,105,2,2,19
None,260.82,0,0,5,2016-02-09 20:00:00,2863,105,2,2,20
None,259.8,0,0,1,2016-02-09 23:00:00,1129,105,2,2,23
None,258.41,0,0,1,2016-02-10 00:00:00,550,106,2,3,0
None,257.94,0,0,1,2016-02-10 01:00:00,349,106,2,3,1
None,257.35,0,0,1,2016-02-10 03:00:00,337,106,2,3,3
None,256.68,0,0,1,2016-02-10 04:00:00,885,106,2,3,4
None,256.54,0,0,1,2016-02-10 05:00:00,2791,106,2,3,5
None,256.43,0,0,75,2016-02-10 07:00:00,6768,106,2,3,7
None,257.3,0,0,90,2016-02-10 09:00:00,5287,106,2,3,9
None,258.36,0,0,90,2016-02-10 10:00:00,4558,106,2,3,10
None,258.75,0,0,90,2016-02-10 11:00:00,4489,106,2,3,11
None,260.15,0,0,75,2016-02-10 12:00:00,4876,106,2,3,12
None,261.01,0,0,90,2016-02-10 14:00:00,5190,106,2,3,14
None,261.69,0,0,90,2016-02-10 16:00:00,6671,106,2,3,16
None,261.44,0,0,90,2016-02-10 17:00:00,6820,106,2,3,17
None,261.08,0,0,90,2016-02-10 19:00:00,3296,106,2,3,19
None,261.15,0,0,90,2016-02-10 20:00:00,2911,106,2,3,20
None,260.82,0,0,90,2016-02-10 21:00:00,2374,106,2,3,21
None,260.35,0,0,40,2016-02-10 22:00:00,1518,106,2,3,22
None,259.61,0,0,1,2016-02-10 23:00:00,1011,106,2,3,23
None,258.01,0,0,1,2016-02-11 00:00:00,567,107,2,4,0
None,257.15,0,0,1,2016-02-11 01:00:00,365,107,2,4,1
None,256.27,0,0,1,2016-02-11 02:00:00,283,107,2,4,2
None,255.28,0,0,1,2016-02-11 03:00:00,329,107,2,4,3
None,254.67,0,0,1,2016-02-11 04:00:00,930,107,2,4,4
None,254.09,0,0,1,2016-02-11 06:00:00,5292,107,2,4,6
None,253.36,0,0,1,2016-02-11 08:00:00,5965,107,2,4,8
None,257.75,0,0,75,2016-02-11 09:00:00,5017,107,2,4,9
None,259.93,0,0,90,2016-02-11 10:00:00,4662,107,2,4,10
None,261.95,0,0,90,2016-02-11 12:00:00,5115,107,2,4,12
None,264.15,0,0,90,2016-02-11 13:00:00,5089,107,2,4,13
None,264.44,0,0,90,2016-02-11 14:00:00,5604,107,2,4,14
None,264.84,0,0,90,2016-02-11 16:00:00,6764,107,2,4,16
None,264.41,0,0,90,2016-02-11 18:00:00,4817,107,2,4,18
None,264.01,0,0,90,2016-02-11 20:00:00,3036,107,2,4,20
None,263.76,0,0,90,2016-02-11 21:00:00,3233,107,2,4,21
None,263.72,0,0,90,2016-02-11 22:00:00,3531,107,2,4,22
None,263.65,0,0,90,2016-02-11 23:00:00,1291,107,2,4,23
None,263.76,0,0,90,2016-02-12 00:00:00,719,108,2,5,0
None,263.72,0,0,90,2016-02-12 01:00:00,414,108,2,5,1
None,263.37,0,0,90,2016-02-12 03:00:00,365,108,2,5,3
None,261.87,0,0,1,2016-02-12 05:00:00,2514,108,2,5,5
None,260.3,0,0,1,2016-02-12 06:00:00,5215,108,2,5,6
None,259.42,0,0,1,2016-02-12 07:00:00,6146,108,2,5,7
None,259.48,0,0,1,2016-02-12 09:00:00,5152,108,2,5,9
None,259.88,0,0,5,2016-02-12 11:00:00,5165,108,2,5,11
None,260.29,0,0,1,2016-02-12 13:00:00,5382,108,2,5,13
None,260.61,0,0,1,2016-02-12 14:00:00,5639,108,2,5,14
None,260.48,0,0,1,2016-02-12 15:00:00,5858,108,2,5,15
None,260.48,0,0,1,2016-02-12 16:00:00,6570,108,2,5,16
None,259.49,0,0,1,2016-02-12 17:00:00,5975,108,2,5,17
None,257.82,0,0,5,2016-02-12 19:00:00,3891,108,2,5,19
None,257.48,0,0,1,2016-02-12 20:00:00,3113,108,2,5,20
None,256.22,0,0,1,2016-02-12 21:00:00,3523,108,2,5,21
None,255.79,0,0,1,2016-02-12 22:00:00,2520,108,2,5,22
None,255.15,0,0,1,2016-02-12 23:00:00,1660,108,2,5,23
None,254.48,0,0,1,2016-02-13 00:00:00,1328,109,2,6,0
None,253.69,0,0,1,2016-02-13 01:00:00,966,109,2,6,1
None,253.15,0,0,1,2016-02-13 02:00:00,821,109,2,6,2
None,251.61,0,0,1,2016-02-13 04:00:00,408,109,2,6,4
None,251.21,0,0,1,2016-02-13 05:00:00,912,109,2,6,5
None,250.36,0,0,1,2016-02-13 06:00:00,1247,109,2,6,6
None,249.88,0,0,1,2016-02-13 07:00:00,1606,109,2,6,7
None,251.38,0,0,1,2016-02-13 08:00:00,2704,109,2,6,8
None,252.95,0,0,1,2016-02-13 09:00:00,3628,109,2,6,9
None,255.23,0,0,1,2016-02-13 11:00:00,4842,109,2,6,11
None,258.36,0,0,1,2016-02-13 12:00:00,5031,109,2,6,12
None,259.86,0,0,1,2016-02-13 13:00:00,4840,109,2,6,13
None,260.68,0,0,1,2016-02-13 15:00:00,5190,109,2,6,15
None,261.01,0,0,20,2016-02-13 16:00:00,4139,109,2,6,16
None,260.61,0,0,1,2016-02-13 17:00:00,3832,109,2,6,17
None,259.15,0,0,40,2016-02-13 18:00:00,3223,109,2,6,18
None,258.81,0,0,90,2016-02-13 20:00:00,2301,109,2,6,20
None,259.22,0,0,40,2016-02-13 21:00:00,2868,109,2,6,21
None,259.36,0,0,75,2016-02-13 22:00:00,2582,109,2,6,22
None,259.79,0,0,90,2016-02-13 23:00:00,1963,109,2,6,23
None,260.22,0,0,90,2016-02-14 00:00:00,1328,110,2,0,0
None,260.5,0,0,90,2016-02-14 01:00:00,966,110,2,0,1
None,260.79,0,0,90,2016-02-14 02:00:00,821,110,2,0,2
None,260.93,0,0,90,2016-02-14 03:00:00,407,110,2,0,3
None,261.02,0,0,90,2016-02-14 04:00:00,401,110,2,0,4
None,261.53,0,0,90,2016-02-14 05:00:00,516,110,2,0,5
None,261.65,0,0,90,2016-02-14 06:00:00,858,110,2,0,6
None,261.61,0,0,90,2016-02-14 07:00:00,1198,110,2,0,7
None,262.01,0,0,90,2016-02-14 08:00:00,2063,110,2,0,8
None,262.57,0,0,90,2016-02-14 09:00:00,3628,110,2,0,9
None,264.08,0,0,90,2016-02-14 10:00:00,4041,110,2,0,10
None,264.93,0,0,90,2016-02-14 11:00:00,4842,110,2,0,11
None,265.93,0,0,90,2016-02-14 13:00:00,4840,110,2,0,13
None,266.15,0,0,90,2016-02-14 15:00:00,4368,110,2,0,15
None,265.65,0,0,90,2016-02-14 18:00:00,3223,110,2,0,18
None,265.36,0,0,90,2016-02-14 20:00:00,2301,110,2,0,20
None,265.35,0,0,90,2016-02-14 21:00:00,2024,110,2,0,21
None,265.28,0,0,75,2016-02-14 22:00:00,2259,110,2,0,22
None,265.35,0,0,75,2016-02-14 23:00:00,2161,110,2,0,23
Washingtons Birthday,265.35,0,0,90,2016-02-15 00:00:00,785,111,2,1,0
Washingtons Birthday,265.35,0,0,90,2016-02-15 01:00:00,553,111,2,1,1
Washingtons Birthday,265.35,0,0,90,2016-02-15 02:00:00,427,111,2,1,2
Washingtons Birthday,265.41,0,0,75,2016-02-15 03:00:00,450,111,2,1,3
Washingtons Birthday,265.72,0,0,90,2016-02-15 04:00:00,828,111,2,1,4
Washingtons Birthday,265.93,0,0,90,2016-02-15 05:00:00,2487,111,2,1,5
Washingtons Birthday,266.15,0,0,90,2016-02-15 06:00:00,4761,111,2,1,6
Washingtons Birthday,266.08,0,0,90,2016-02-15 07:00:00,5295,111,2,1,7
Washingtons Birthday,266.86,0,0,90,2016-02-15 08:00:00,4694,111,2,1,8
Washingtons Birthday,267.08,0,0,90,2016-02-15 09:00:00,4295,111,2,1,9
Washingtons Birthday,269.01,0,0,75,2016-02-15 10:00:00,4047,111,2,1,10
Washingtons Birthday,270.28,0,0,90,2016-02-15 11:00:00,4220,111,2,1,11
Washingtons Birthday,272.29,0,0,1,2016-02-15 13:00:00,4710,111,2,1,13
Washingtons Birthday,272.81,0,0,90,2016-02-15 14:00:00,4889,111,2,1,14
Washingtons Birthday,273.15,0,0,90,2016-02-15 16:00:00,5307,111,2,1,16
Washingtons Birthday,272.58,0,0,90,2016-02-15 18:00:00,4092,111,2,1,18
Washingtons Birthday,272.28,0,0,90,2016-02-15 19:00:00,2999,111,2,1,19
Washingtons Birthday,272.51,0,0,90,2016-02-15 21:00:00,2147,111,2,1,21
Washingtons Birthday,272.35,0,0,90,2016-02-15 23:00:00,964,111,2,1,23
None,272.65,0,0,90,2016-02-16 00:00:00,514,112,2,2,0
None,272.48,0,0,90,2016-02-16 01:00:00,340,112,2,2,1
None,272.55,0,0,90,2016-02-16 03:00:00,325,112,2,2,3
None,272.48,0,0,90,2016-02-16 04:00:00,869,112,2,2,4
None,272.61,0,0,90,2016-02-16 05:00:00,2714,112,2,2,5
None,272.55,0,0,90,2016-02-16 06:00:00,5526,112,2,2,6
None,272.48,0,0,90,2016-02-16 07:00:00,6246,112,2,2,7
None,272.37,0,0,90,2016-02-16 09:00:00,5127,112,2,2,9
None,272.65,0,0,90,2016-02-16 11:00:00,4455,112,2,2,11
None,273.29,0,0,1,2016-02-16 13:00:00,4784,112,2,2,13
None,273.55,0,0,40,2016-02-16 14:00:00,5168,112,2,2,14
None,273.28,0,0,90,2016-02-16 15:00:00,5755,112,2,2,15
None,272.55,0,0,40,2016-02-16 17:00:00,6009,112,2,2,17
None,270.51,0,0,1,2016-02-16 19:00:00,3139,112,2,2,19
None,268.16,0,0,5,2016-02-16 21:00:00,2423,112,2,2,21
None,265.76,0,0,1,2016-02-16 22:00:00,1944,112,2,2,22
None,264.95,0,0,1,2016-02-16 23:00:00,965,112,2,2,23
None,264,0,0,1,2016-02-17 00:00:00,517,113,2,3,0
None,262.8,0,0,1,2016-02-17 01:00:00,368,113,2,3,1
None,262.61,0,0,1,2016-02-17 02:00:00,267,113,2,3,2
None,262.72,0,0,1,2016-02-17 03:00:00,338,113,2,3,3
None,263.14,0,0,1,2016-02-17 04:00:00,907,113,2,3,4
None,262.35,0,0,40,2016-02-17 05:00:00,2741,113,2,3,5
None,260.82,0,0,1,2016-02-17 08:00:00,5973,113,2,3,8
None,265.22,0,0,1,2016-02-17 10:00:00,4598,113,2,3,10
None,268.82,0,0,90,2016-02-17 12:00:00,4845,113,2,3,12
None,271.08,0,0,90,2016-02-17 14:00:00,5300,113,2,3,14
None,271.15,0,0,90,2016-02-17 15:00:00,5826,113,2,3,15
None,271.28,0,0,90,2016-02-17 16:00:00,6898,113,2,3,16
None,271.07,0,0,90,2016-02-17 18:00:00,4716,113,2,3,18
None,270.93,0,0,90,2016-02-17 19:00:00,3316,113,2,3,19
None,270.55,0,0,90,2016-02-17 20:00:00,2883,113,2,3,20
None,270.55,0,0,90,2016-02-17 21:00:00,2503,113,2,3,21
None,270.36,0,0,40,2016-02-17 22:00:00,1862,113,2,3,22
None,269.94,0,0,1,2016-02-17 23:00:00,1069,113,2,3,23
None,269.58,0,0,1,2016-02-18 00:00:00,598,114,2,4,0
None,269.72,0,0,1,2016-02-18 01:00:00,356,114,2,4,1
None,270.15,0,0,75,2016-02-18 02:00:00,266,114,2,4,2
None,270.93,0,0,90,2016-02-18 05:00:00,2683,114,2,4,5
None,271.01,0,0,1,2016-02-18 07:00:00,6593,114,2,4,7
None,271.65,0,0,1,2016-02-18 09:00:00,5036,114,2,4,9
None,274.29,0,0,1,2016-02-18 11:00:00,4931,114,2,4,11
None,275.55,0,0,1,2016-02-18 12:00:00,5028,114,2,4,12
None,276.43,0,0,1,2016-02-18 14:00:00,5493,114,2,4,14
None,276.86,0,0,90,2016-02-18 16:00:00,6788,114,2,4,16
None,276.61,0,0,40,2016-02-18 18:00:00,4739,114,2,4,18
None,277.08,0,0,75,2016-02-18 20:00:00,3043,114,2,4,20
None,277.29,0,0,1,2016-02-18 22:00:00,2283,114,2,4,22
None,276.68,0,0,1,2016-02-18 23:00:00,1103,114,2,4,23
None,276.42,0,0,20,2016-02-19 00:00:00,708,115,2,5,0
None,276.44,0,0,1,2016-02-19 03:00:00,344,115,2,5,3
None,276.15,0,0,1,2016-02-19 05:00:00,2539,115,2,5,5
None,275.87,0,0,75,2016-02-19 07:00:00,6501,115,2,5,7
None,276.58,0,0,90,2016-02-19 09:00:00,5170,115,2,5,9
None,277.43,0,0,90,2016-02-19 11:00:00,4878,115,2,5,11
None,276.69,0,0,90,2016-02-19 13:00:00,5411,115,2,5,13
None,277.08,0,0,90,2016-02-19 14:00:00,5567,115,2,5,14
None,279.72,0,0,1,2016-02-19 17:00:00,6152,115,2,5,17
None,278.95,0,0,5,2016-02-19 19:00:00,3757,115,2,5,19
None,278.87,0,0,1,2016-02-19 21:00:00,3102,115,2,5,21
None,278.41,0,0,1,2016-02-19 23:00:00,1956,115,2,5,23
None,278.65,0,0,40,2016-02-20 00:00:00,1108,116,2,6,0
None,278.72,0,0,40,2016-02-20 01:00:00,714,116,2,6,1
None,277.89,0,0,1,2016-02-20 03:00:00,421,116,2,6,3
None,276.02,0,0,1,2016-02-20 05:00:00,641,116,2,6,5
None,274.55,0,0,90,2016-02-20 07:00:00,2085,116,2,6,7
None,275.94,0,0,40,2016-02-20 09:00:00,3777,116,2,6,9
None,276.29,0,0,90,2016-02-20 11:00:00,4637,116,2,6,11
None,277.01,0,0,90,2016-02-20 13:00:00,5458,116,2,6,13
None,277.22,0,0,90,2016-02-20 14:00:00,5775,116,2,6,14
None,277.22,0,0,40,2016-02-20 15:00:00,5164,116,2,6,15
None,276.82,0,0,1,2016-02-20 17:00:00,4620,116,2,6,17
None,275.65,0,0,1,2016-02-20 19:00:00,3482,116,2,6,19
None,273.79,0,0,5,2016-02-20 21:00:00,3332,116,2,6,21
None,272.49,0,0,1,2016-02-20 23:00:00,1987,116,2,6,23
None,270.88,0,0,1,2016-02-21 00:00:00,1353,117,2,0,0
None,270.37,0,0,1,2016-02-21 01:00:00,803,117,2,0,1
None,270.15,0,0,1,2016-02-21 02:00:00,620,117,2,0,2
None,270.3,0,0,1,2016-02-21 04:00:00,307,117,2,0,4
None,269.87,0,0,1,2016-02-21 06:00:00,748,117,2,0,6
None,270.36,0,0,1,2016-02-21 08:00:00,1907,117,2,0,8
None,271.79,0,0,75,2016-02-21 10:00:00,3695,117,2,0,10
None,273.68,0,0,90,2016-02-21 12:00:00,5427,117,2,0,12
None,274.49,0,0,90,2016-02-21 13:00:00,5211,117,2,0,13
None,274.22,0,0,90,2016-02-21 14:00:00,4751,117,2,0,14
None,274.15,0,0,90,2016-02-21 16:00:00,4577,117,2,0,16
None,273.62,0,0,90,2016-02-21 18:00:00,3693,117,2,0,18
None,273.42,0,0,90,2016-02-21 20:00:00,2407,117,2,0,20
None,273.08,0,0,90,2016-02-21 21:00:00,2005,117,2,0,21
None,272.44,0,0,90,2016-02-21 23:00:00,959,117,2,0,23
None,272.22,0,0,90,2016-02-22 00:00:00,511,118,2,1,0
None,272.15,0,0,90,2016-02-22 01:00:00,321,118,2,1,1
None,271.72,0,0,90,2016-02-22 02:00:00,264,118,2,1,2
None,271.51,0,0,90,2016-02-22 04:00:00,863,118,2,1,4
None,270.8,0,0,90,2016-02-22 05:00:00,2677,118,2,1,5
None,270.66,0,0,75,2016-02-22 06:00:00,5816,118,2,1,6
None,270.16,0,0,1,2016-02-22 07:00:00,6744,118,2,1,7
None,271.15,0,0,1,2016-02-22 09:00:00,4936,118,2,1,9
None,272.58,0,0,75,2016-02-22 10:00:00,4185,118,2,1,10
None,273.42,0,0,90,2016-02-22 12:00:00,4639,118,2,1,12
None,274.29,0,0,90,2016-02-22 14:00:00,5223,118,2,1,14
None,274.5,0,0,40,2016-02-22 15:00:00,5560,118,2,1,15
None,274.15,0,0,90,2016-02-22 17:00:00,6160,118,2,1,17
None,273.08,0,0,75,2016-02-22 19:00:00,3031,118,2,1,19
None,273.22,0,0,90,2016-02-22 20:00:00,2496,118,2,1,20
None,273.22,0,0,90,2016-02-22 21:00:00,2070,118,2,1,21
None,273.02,0,0,90,2016-02-22 22:00:00,1459,118,2,1,22
None,272.95,0,0,90,2016-02-22 23:00:00,912,118,2,1,23
None,273.58,0,0,90,2016-02-23 00:00:00,518,119,2,2,0
None,273.51,0,0,90,2016-02-23 01:00:00,315,119,2,2,1
None,273.51,0,0,90,2016-02-23 02:00:00,266,119,2,2,2
None,273.68,0,0,90,2016-02-23 03:00:00,314,119,2,2,3
None,273.72,0,0,90,2016-02-23 04:00:00,897,119,2,2,4
None,273.86,0,0,90,2016-02-23 06:00:00,5652,119,2,2,6
None,273.95,0,0,90,2016-02-23 07:00:00,5453,119,2,2,7
None,274.01,0,0,90,2016-02-23 08:00:00,5556,119,2,2,8
None,274.35,0,0,90,2016-02-23 09:00:00,5142,119,2,2,9
None,274.65,0,0,75,2016-02-23 10:00:00,4321,119,2,2,10
None,275.15,0,0,90,2016-02-23 11:00:00,4405,119,2,2,11
None,275.87,0,0,90,2016-02-23 12:00:00,4791,119,2,2,12
None,276.29,0,0,90,2016-02-23 15:00:00,5687,119,2,2,15
None,276.29,0,0,90,2016-02-23 17:00:00,6308,119,2,2,17
None,275.48,0,0,75,2016-02-23 19:00:00,3115,119,2,2,19
None,275.02,0,0,90,2016-02-23 21:00:00,3442,119,2,2,21
None,274.68,0,0,90,2016-02-23 22:00:00,3152,119,2,2,22
None,274.61,0,0,75,2016-02-23 23:00:00,1147,119,2,2,23
None,274.65,0,0,90,2016-02-24 00:00:00,691,120,2,3,0
None,274.35,0,0,75,2016-02-24 01:00:00,453,120,2,3,1
None,274.35,0,0,75,2016-02-24 02:00:00,341,120,2,3,2
None,274.39,0,0,90,2016-02-24 03:00:00,431,120,2,3,3
None,273.72,0,0,90,2016-02-24 04:00:00,1100,120,2,3,4
None,273.36,0,0,90,2016-02-24 06:00:00,5845,120,2,3,6
None,272.88,0,0,90,2016-02-24 07:00:00,6437,120,2,3,7
None,273.79,0,0,90,2016-02-24 10:00:00,4626,120,2,3,10
None,275.28,0,0,90,2016-02-24 11:00:00,4677,120,2,3,11
None,275.86,0,0,90,2016-02-24 14:00:00,5332,120,2,3,14
None,275.48,0,0,90,2016-02-24 15:00:00,6132,120,2,3,15
None,274.82,0,0,90,2016-02-24 18:00:00,4692,120,2,3,18
None,274.35,0,0,40,2016-02-24 20:00:00,2962,120,2,3,20
None,273.87,0,0,90,2016-02-24 22:00:00,1730,120,2,3,22
None,272.76,0,0,1,2016-02-24 23:00:00,1052,120,2,3,23
None,271.95,0,0,90,2016-02-25 00:00:00,555,121,2,4,0
None,271.75,0,0,40,2016-02-25 01:00:00,354,121,2,4,1
None,271.35,0,0,75,2016-02-25 02:00:00,284,121,2,4,2
None,270.84,0,0,90,2016-02-25 05:00:00,2745,121,2,4,5
None,270.08,0,0,90,2016-02-25 06:00:00,5855,121,2,4,6
None,269.86,0,0,90,2016-02-25 07:00:00,6942,121,2,4,7
None,270.43,0,0,75,2016-02-25 08:00:00,5863,121,2,4,8
None,270.42,0,0,75,2016-02-25 09:00:00,5404,121,2,4,9
None,271.82,0,0,1,2016-02-25 11:00:00,4791,121,2,4,11
None,273.15,0,0,1,2016-02-25 12:00:00,5109,121,2,4,12
None,273.61,0,0,1,2016-02-25 14:00:00,5694,121,2,4,14
None,273.15,0,0,90,2016-02-25 16:00:00,7118,121,2,4,16
None,272.21,0,0,90,2016-02-25 18:00:00,5230,121,2,4,18
None,271.88,0,0,90,2016-02-25 20:00:00,3140,121,2,4,20
None,271.28,0,0,90,2016-02-25 22:00:00,2000,121,2,4,22
None,271.08,0,0,90,2016-02-25 23:00:00,1204,121,2,4,23
None,270.69,0,0,90,2016-02-26 00:00:00,721,122,2,5,0
None,270.28,0,0,90,2016-02-26 01:00:00,423,122,2,5,1
None,270.08,0,0,90,2016-02-26 03:00:00,373,122,2,5,3
None,269.42,0,0,90,2016-02-26 05:00:00,2585,122,2,5,5
None,268.69,0,0,75,2016-02-26 07:00:00,6641,122,2,5,7
None,269.7,0,0,40,2016-02-26 09:00:00,5154,122,2,5,9
None,272.61,0,0,75,2016-02-26 11:00:00,5425,122,2,5,11
None,275.38,0,0,1,2016-02-26 12:00:00,5467,122,2,5,12
None,276.55,0,0,40,2016-02-26 14:00:00,5836,122,2,5,14
None,278.36,0,0,5,2016-02-26 16:00:00,6601,122,2,5,16
None,277.21,0,0,5,2016-02-26 18:00:00,5367,122,2,5,18
None,275.82,0,0,1,2016-02-26 20:00:00,3775,122,2,5,20
None,275.48,0,0,1,2016-02-26 21:00:00,3591,122,2,5,21
None,275.15,0,0,1,2016-02-26 22:00:00,3075,122,2,5,22
None,275.29,0,0,1,2016-02-26 23:00:00,1891,122,2,5,23
None,275.15,0,0,1,2016-02-27 00:00:00,1420,123,2,6,0
None,274.93,0,0,1,2016-02-27 01:00:00,822,123,2,6,1
None,274.62,0,0,1,2016-02-27 02:00:00,554,123,2,6,2
None,274.41,0,0,1,2016-02-27 03:00:00,377,123,2,6,3
None,274.36,0,0,1,2016-02-27 05:00:00,686,123,2,6,5
None,274.62,0,0,1,2016-02-27 07:00:00,2056,123,2,6,7
None,276.72,0,0,1,2016-02-27 09:00:00,3935,123,2,6,9
None,281.65,0,0,1,2016-02-27 11:00:00,4608,123,2,6,11
None,285.51,0,0,1,2016-02-27 12:00:00,5136,123,2,6,12
None,286.81,0,0,40,2016-02-27 14:00:00,5167,123,2,6,14
None,287.22,0,0,1,2016-02-27 16:00:00,4939,123,2,6,16
None,284.89,0,0,1,2016-02-27 18:00:00,4592,123,2,6,18
None,281.55,0,0,1,2016-02-27 20:00:00,3496,123,2,6,20
None,279.55,0,0,1,2016-02-27 22:00:00,3778,123,2,6,22
None,277.88,0,0,1,2016-02-28 00:00:00,1420,124,2,0,0
None,276.73,0,0,1,2016-02-28 02:00:00,554,124,2,0,2
None,275.65,0,0,1,2016-02-28 04:00:00,394,124,2,0,4
None,275.14,0,0,1,2016-02-28 06:00:00,1033,124,2,0,6
None,274.74,0,0,90,2016-02-28 08:00:00,1985,124,2,0,8
None,273.65,0,0,90,2016-02-28 10:00:00,3609,124,2,0,10
None,273.58,0,0,90,2016-02-28 12:00:00,4360,124,2,0,12
None,274.36,0,0,90,2016-02-28 14:00:00,4548,124,2,0,14
None,275.08,0,0,90,2016-02-28 16:00:00,5169,124,2,0,16
None,274.68,0,0,90,2016-02-28 18:00:00,3942,124,2,0,18
None,273.09,0,0,1,2016-02-28 20:00:00,2423,124,2,0,20
None,271.55,0,0,1,2016-02-28 22:00:00,1488,124,2,0,22
None,270.79,0,0,1,2016-02-29 00:00:00,472,125,2,1,0
None,271.61,0,0,75,2016-02-29 02:00:00,270,125,2,1,2
None,273.94,0,0,90,2016-02-29 04:00:00,818,125,2,1,4
None,275.72,0,0,75,2016-02-29 06:00:00,5628,125,2,1,6
None,270.16,0,0,90,2016-02-29 08:00:00,5772,125,2,1,8
None,266.16,0,0,1,2016-02-29 10:00:00,4498,125,2,1,10
None,266.51,0,0,1,2016-02-29 12:00:00,4859,125,2,1,12
None,268.22,0,0,5,2016-02-29 13:00:00,4825,125,2,1,13
None,268.72,0,0,5,2016-02-29 14:00:00,5157,125,2,1,14
None,269.01,0,0,75,2016-02-29 16:00:00,6775,125,2,1,16
None,268.08,0,0,1,2016-02-29 18:00:00,4474,125,2,1,18
None,267.15,0,0,90,2016-02-29 20:00:00,2510,125,2,1,20
None,266.51,0,0,1,2016-02-29 22:00:00,1664,125,2,1,22
None,265.92,0,0,1,2016-03-01 00:00:00,1632,126,3,2,0
None,265.65,0,0,90,2016-03-01 01:00:00,453,126,3,2,1
None,264.51,0,0,90,2016-03-01 04:00:00,831,126,3,2,4
None,263.73,0,0,90,2016-03-01 06:00:00,5830,126,3,2,6
None,263.15,0,0,90,2016-03-01 08:00:00,5959,126,3,2,8
None,263.8,0,0,90,2016-03-01 09:00:00,5265,126,3,2,9
None,263.79,0,0,90,2016-03-01 10:00:00,4554,126,3,2,10
None,265.15,0,0,75,2016-03-01 11:00:00,4756,126,3,2,11
None,267.95,0,0,5,2016-03-01 13:00:00,5062,126,3,2,13
None,268.93,0,0,1,2016-03-01 15:00:00,5895,126,3,2,15
None,269.65,0,0,1,2016-03-01 17:00:00,6190,126,3,2,17
None,267.42,0,0,1,2016-03-01 19:00:00,3067,126,3,2,19
None,265.65,0,0,5,2016-03-01 21:00:00,3628,126,3,2,21
None,264.44,0,0,1,2016-03-01 23:00:00,1080,126,3,2,23
None,264.21,0,0,1,2016-03-02 00:00:00,676,127,3,3,0
None,264.57,0,0,1,2016-03-02 01:00:00,477,127,3,3,1
None,264.65,0,0,1,2016-03-02 03:00:00,454,127,3,3,3
None,264.08,0,0,90,2016-03-02 05:00:00,2880,127,3,3,5
None,264,0,0,75,2016-03-02 06:00:00,5821,127,3,3,6
None,265.01,0,0,75,2016-03-02 09:00:00,5341,127,3,3,9
None,268.88,0,0,1,2016-03-02 11:00:00,4601,127,3,3,11
None,271.01,0,0,40,2016-03-02 13:00:00,5072,127,3,3,13
None,272.15,0,0,90,2016-03-02 15:00:00,5918,127,3,3,15
None,272.65,0,0,75,2016-03-02 17:00:00,6599,127,3,3,17
None,271.65,0,0,90,2016-03-02 19:00:00,3487,127,3,3,19
None,270.93,0,0,90,2016-03-02 21:00:00,2581,127,3,3,21
None,270.58,0,0,90,2016-03-02 23:00:00,1369,127,3,3,23
None,270.42,0,0,90,2016-03-03 01:00:00,364,128,3,4,1
None,270.28,0,0,90,2016-03-03 03:00:00,306,128,3,4,3
None,270.15,0,0,90,2016-03-03 05:00:00,2775,128,3,4,5
None,270.08,0,0,90,2016-03-03 07:00:00,6836,128,3,4,7
